//GALFREY.dat - Galfrey's stat-growth chart!
//
// lvl is ignored and just exists for readability.  If you mis-number your level, 
// the system will not use those stats for that level.  IE: The third entry will be for 
// level 3 regardless of what lvl it has listed.
//
// A level-up is triggered when the character has reaches the specified XP total.
//
// When this happens, each of the character's stats alter by the value listed.
//
// Note: in the current system, level 1's exp requirement is always effectively 0, since it 
//       is ignored.
//
//          
//  exp     hp  mp  str end mag mgr hit dod stk fer rea ctr
1   0       39  0   16  14  4   6   13  11  2   10  3   20
2   5       3   0   1   1   1   1   1   1   0   0   0   1
3   16      3   0   2   1   0   0   1   0   0   0   0   0
4   34      3   0   1   1   0   1   1   1   0   0   0   1
5   60      2   0   1   1   1   0   1   1   0   0   0   0
6   95      3   0   1   1   0   1   1   1   0   0   0   0
7   140     3   0   1   1   0   0   1   1   0   0   0   1
8   196     3   0   2   1   1   1   1   0   0   0   0   0
9   264     3   0   1   1   0   0   1   1   0   0   1   1
10  345     3   0   1   1   0   1   1   1   0   0   0   0
11  440     3   0   1   1   1   0   1   1   0   0   0   0
12  550     3   0   1   1   0   1   1   1   0   0   0   1
13  676     2   0   2   2   0   0   0   0   0   0   0   0
14  819     3   0   1   1   0   1   1   1   0   0   0   1
15  980     3   0   1   1   1   0   1   1   0   0   0   0
16  1160    3   0   1   1   0   1   1   1   0   0   0   0
17  1360    3   0   1   1   0   0   1   1   0   0   0   1
18  1581    3   0   2   1   1   1   1   0   0   0   0   0
19  1824    3   0   1   1   0   0   1   1   0   0   0   1
20  2090    3   0   1   1   0   1   1   1   0   0   0   0
21  2380    2   0   1   1   1   0   1   1   0   0   0   0
22  2695    3   0   1   1   0   1   1   1   0   0   0   1
23  3026    3   0   2   1   0   0   1   0   0   0   0   0
24  3384    3   0   1   1   1   1   1   1   0   0   0   1
25  3770    3   0   1   1   0   0   1   1   0   0   1   0
26  4185    3   0   1   1   0   0   1   1   0   0   0   0
27  4630    3   0   1   1   1   1   1   1   0   0   0   1
28  5116    3   0   2   1   0   0   1   0   0   0   0   0
29  5634    3   0   1   1   0   1   1   1   0   0   0   1
30  6185    2   0   1   1   1   0   1   1   0   0   0   0
31  6770    3   0   1   1   0   1   1   1   0   0   0   0
32  7390    3   0   1   1   0   0   1   1   0   0   0   1
33  8046    3   0   2   1   1   1   1   0   0   0   0   0
34  8739    3   0   1   1   0   0   1   1   0   0   0   1
35  9470    3   0   1   1   0   1   1   1   0   0   0   0
36  10240   3   0   1   1   1   0   1   1   0   0   0   0
37  11050   3   0   1   1   0   1   1   1   0   0   0   1
38  11901   2   0   2   2   0   0   0   0   0   0   0   0
39  12794   3   0   1   1   0   1   1   1   0   0   0   1
40  13730   3   0   1   1   1   0   1   1   0   0   0   0
41  14710   3   0   1   1   0   1   1   1   0   0   0   0
42  15735   3   0   1   1   0   0   1   1   0   0   1   1
43  16806   3   0   2   1   1   1   1   0   0   0   0   0
44  17924   3   0   1   1   0   0   1   1   0   0   0   1
45  19090   3   0   1   1   0   1   1   1   0   0   0   0
46  20305   2   0   1   1   1   0   1   1   0   0   0   0
47  21570   3   0   1   1   0   1   1   1   0   0   0   1
48  22886   3   0   2   1   0   0   1   0   0   0   0   0
49  24254   3   0   1   1   1   1   1   1   0   0   0   1
50  25675   3   0   1   1   0   0   1   1   0   0   0   0

END_OF_FILE
